LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,SUICIDE,TOT,100000PER,A,1989,16.1,
NOR,SUICIDE,TOT,100000PER,A,1990,16,
NOR,SUICIDE,TOT,100000PER,A,1991,16.5,
NOR,SUICIDE,TOT,100000PER,A,1992,14.7,
NOR,SUICIDE,TOT,100000PER,A,1993,13.9,
NOR,SUICIDE,TOT,100000PER,A,1994,12.6,
NOR,SUICIDE,TOT,100000PER,A,1995,12.9,
NOR,SUICIDE,TOT,100000PER,A,1996,12,B
NOR,SUICIDE,TOT,100000PER,A,1997,12.6,
NOR,SUICIDE,TOT,100000PER,A,1998,12.7,
NOR,SUICIDE,TOT,100000PER,A,1999,13.5,
NOR,SUICIDE,TOT,100000PER,A,2000,12.4,
NOR,SUICIDE,TOT,100000PER,A,2001,12.6,
NOR,SUICIDE,TOT,100000PER,A,2002,11.2,
NOR,SUICIDE,TOT,100000PER,A,2003,11.3,
NOR,SUICIDE,TOT,100000PER,A,2004,11.9,
NOR,SUICIDE,TOT,100000PER,A,2005,11.7,
NOR,SUICIDE,TOT,100000PER,A,2006,11.7,
NOR,SUICIDE,TOT,100000PER,A,2007,10.6,
NOR,SUICIDE,TOT,100000PER,A,2008,10.7,
NOR,SUICIDE,TOT,100000PER,A,2009,12.1,
NOR,SUICIDE,TOT,100000PER,A,2010,11.4,
NOR,SUICIDE,TOT,100000PER,A,2011,12.2,
NOR,SUICIDE,TOT,100000PER,A,2012,10.4,
NOR,SUICIDE,TOT,100000PER,A,2013,11,
NOR,SUICIDE,TOT,100000PER,A,2014,10.8,
NOR,SUICIDE,TOT,100000PER,A,2015,11.4,
NOR,SUICIDE,TOT,100000PER,A,2016,11.8,
POL,SUICIDE,TOT,100000PER,A,1960,10.1,
POL,SUICIDE,TOT,100000PER,A,1961,10.7,
POL,SUICIDE,TOT,100000PER,A,1962,11.5,
POL,SUICIDE,TOT,100000PER,A,1963,10.5,
POL,SUICIDE,TOT,100000PER,A,1964,10.8,
POL,SUICIDE,TOT,100000PER,A,1965,11.3,
POL,SUICIDE,TOT,100000PER,A,1966,12.1,
POL,SUICIDE,TOT,100000PER,A,1967,12.2,
POL,SUICIDE,TOT,100000PER,A,1968,12.7,
POL,SUICIDE,TOT,100000PER,A,1969,13.1,B
POL,SUICIDE,TOT,100000PER,A,1970,13.4,
POL,SUICIDE,TOT,100000PER,A,1971,13.5,
POL,SUICIDE,TOT,100000PER,A,1972,13.5,
POL,SUICIDE,TOT,100000PER,A,1973,13.3,
POL,SUICIDE,TOT,100000PER,A,1974,12.7,
POL,SUICIDE,TOT,100000PER,A,1975,12.6,
POL,SUICIDE,TOT,100000PER,A,1976,13.4,
POL,SUICIDE,TOT,100000PER,A,1977,13.7,
POL,SUICIDE,TOT,100000PER,A,1978,14.5,
POL,SUICIDE,TOT,100000PER,A,1979,13.9,
POL,SUICIDE,TOT,100000PER,A,1983,13.5,
POL,SUICIDE,TOT,100000PER,A,1984,15.4,
POL,SUICIDE,TOT,100000PER,A,1985,14.8,
POL,SUICIDE,TOT,100000PER,A,1986,14.6,
POL,SUICIDE,TOT,100000PER,A,1987,14.9,
POL,SUICIDE,TOT,100000PER,A,1988,13.7,
POL,SUICIDE,TOT,100000PER,A,1989,12.7,
POL,SUICIDE,TOT,100000PER,A,1990,14.5,
POL,SUICIDE,TOT,100000PER,A,1991,15.5,
POL,SUICIDE,TOT,100000PER,A,1992,16.5,
POL,SUICIDE,TOT,100000PER,A,1993,16.1,
POL,SUICIDE,TOT,100000PER,A,1994,15.7,
POL,SUICIDE,TOT,100000PER,A,1995,15.5,
POL,SUICIDE,TOT,100000PER,A,1996,15.2,
POL,SUICIDE,TOT,100000PER,A,1999,15.5,B
POL,SUICIDE,TOT,100000PER,A,2000,15.8,
POL,SUICIDE,TOT,100000PER,A,2001,15.7,
POL,SUICIDE,TOT,100000PER,A,2002,15.8,
POL,SUICIDE,TOT,100000PER,A,2003,15.4,
POL,SUICIDE,TOT,100000PER,A,2004,15.9,
POL,SUICIDE,TOT,100000PER,A,2005,15.8,
POL,SUICIDE,TOT,100000PER,A,2006,15.1,
POL,SUICIDE,TOT,100000PER,A,2007,13.7,
POL,SUICIDE,TOT,100000PER,A,2008,14.7,
POL,SUICIDE,TOT,100000PER,A,2009,16.7,
POL,SUICIDE,TOT,100000PER,A,2010,16.3,
POL,SUICIDE,TOT,100000PER,A,2011,15.6,
POL,SUICIDE,TOT,100000PER,A,2012,16.2,
POL,SUICIDE,TOT,100000PER,A,2013,15.8,
POL,SUICIDE,TOT,100000PER,A,2014,15.1,
POL,SUICIDE,TOT,100000PER,A,2015,13.7,
POL,SUICIDE,TOT,100000PER,A,2016,11.9,
POL,SUICIDE,TOT,100000PER,A,2017,11.3,
POL,SUICIDE,TOT,100000PER,A,2018,11.3,
POL,SUICIDE,TOT,100000PER,A,2019,11.6,
PRT,SUICIDE,TOT,100000PER,A,1960,12.2,
PRT,SUICIDE,TOT,100000PER,A,1961,12.3,
PRT,SUICIDE,TOT,100000PER,A,1962,11.6,
PRT,SUICIDE,TOT,100000PER,A,1963,13,
PRT,SUICIDE,TOT,100000PER,A,1964,13.2,
PRT,SUICIDE,TOT,100000PER,A,1965,13.2,
PRT,SUICIDE,TOT,100000PER,A,1966,13.2,
PRT,SUICIDE,TOT,100000PER,A,1967,13.5,
PRT,SUICIDE,TOT,100000PER,A,1968,12.9,
PRT,SUICIDE,TOT,100000PER,A,1969,12.4,
PRT,SUICIDE,TOT,100000PER,A,1970,11.1,
PRT,SUICIDE,TOT,100000PER,A,1971,11.5,B
PRT,SUICIDE,TOT,100000PER,A,1972,11,
PRT,SUICIDE,TOT,100000PER,A,1973,11.3,
PRT,SUICIDE,TOT,100000PER,A,1974,11.2,
PRT,SUICIDE,TOT,100000PER,A,1975,10.9,
PRT,SUICIDE,TOT,100000PER,A,1976,11.5,
PRT,SUICIDE,TOT,100000PER,A,1977,11.6,
PRT,SUICIDE,TOT,100000PER,A,1978,12.1,
PRT,SUICIDE,TOT,100000PER,A,1979,12.5,
PRT,SUICIDE,TOT,100000PER,A,1980,9.4,B
PRT,SUICIDE,TOT,100000PER,A,1981,9.6,
PRT,SUICIDE,TOT,100000PER,A,1982,10,
PRT,SUICIDE,TOT,100000PER,A,1983,11.3,
PRT,SUICIDE,TOT,100000PER,A,1984,12,
PRT,SUICIDE,TOT,100000PER,A,1985,11.6,
PRT,SUICIDE,TOT,100000PER,A,1986,11.1,
PRT,SUICIDE,TOT,100000PER,A,1987,11.1,
PRT,SUICIDE,TOT,100000PER,A,1988,9.4,
PRT,SUICIDE,TOT,100000PER,A,1989,8.5,
PRT,SUICIDE,TOT,100000PER,A,1990,9.7,
PRT,SUICIDE,TOT,100000PER,A,1991,10.5,
PRT,SUICIDE,TOT,100000PER,A,1992,9.6,
PRT,SUICIDE,TOT,100000PER,A,1993,8.5,
PRT,SUICIDE,TOT,100000PER,A,1994,8.2,
PRT,SUICIDE,TOT,100000PER,A,1995,8.6,
PRT,SUICIDE,TOT,100000PER,A,1996,7,
PRT,SUICIDE,TOT,100000PER,A,1997,6.5,
PRT,SUICIDE,TOT,100000PER,A,1998,5.7,
PRT,SUICIDE,TOT,100000PER,A,1999,5.5,
PRT,SUICIDE,TOT,100000PER,A,2000,5.2,
PRT,SUICIDE,TOT,100000PER,A,2001,7.4,
PRT,SUICIDE,TOT,100000PER,A,2002,11.7,B
PRT,SUICIDE,TOT,100000PER,A,2003,11.1,
PRT,SUICIDE,TOT,100000PER,A,2007,9.3,
PRT,SUICIDE,TOT,100000PER,A,2008,9.4,
PRT,SUICIDE,TOT,100000PER,A,2009,9.2,
PRT,SUICIDE,TOT,100000PER,A,2010,9.7,
PRT,SUICIDE,TOT,100000PER,A,2011,8.9,
PRT,SUICIDE,TOT,100000PER,A,2012,9.3,
PRT,SUICIDE,TOT,100000PER,A,2013,9.1,
PRT,SUICIDE,TOT,100000PER,A,2014,10.6,
PRT,SUICIDE,TOT,100000PER,A,2015,9.7,
PRT,SUICIDE,TOT,100000PER,A,2016,8.4,
PRT,SUICIDE,TOT,100000PER,A,2017,9.1,
PRT,SUICIDE,TOT,100000PER,A,2018,8.5,
SVK,SUICIDE,TOT,100000PER,A,1992,17.2,
SVK,SUICIDE,TOT,100000PER,A,1993,15.8,
SVK,SUICIDE,TOT,100000PER,A,1994,14.7,B
SVK,SUICIDE,TOT,100000PER,A,1995,15.5,
SVK,SUICIDE,TOT,100000PER,A,1996,13.9,
SVK,SUICIDE,TOT,100000PER,A,1997,13.2,
SVK,SUICIDE,TOT,100000PER,A,1998,13.4,
SVK,SUICIDE,TOT,100000PER,A,1999,14,
SVK,SUICIDE,TOT,100000PER,A,2000,14.6,
SVK,SUICIDE,TOT,100000PER,A,2001,13.9,
SVK,SUICIDE,TOT,100000PER,A,2002,14.3,
SVK,SUICIDE,TOT,100000PER,A,2003,14.6,
SVK,SUICIDE,TOT,100000PER,A,2004,12.8,
SVK,SUICIDE,TOT,100000PER,A,2005,12.9,
SVK,SUICIDE,TOT,100000PER,A,2008,11,
SVK,SUICIDE,TOT,100000PER,A,2009,11.1,
SVK,SUICIDE,TOT,100000PER,A,2010,11.6,
SVK,SUICIDE,TOT,100000PER,A,2012,10.4,
SVK,SUICIDE,TOT,100000PER,A,2013,11.2,
SVK,SUICIDE,TOT,100000PER,A,2014,10,
SVK,SUICIDE,TOT,100000PER,A,2016,6.9,
SVK,SUICIDE,TOT,100000PER,A,2017,6.7,
SVK,SUICIDE,TOT,100000PER,A,2018,7.4,
SVK,SUICIDE,TOT,100000PER,A,2019,6.6,
ESP,SUICIDE,TOT,100000PER,A,1960,7.5,
ESP,SUICIDE,TOT,100000PER,A,1961,7.1,
ESP,SUICIDE,TOT,100000PER,A,1962,6.6,
ESP,SUICIDE,TOT,100000PER,A,1963,6.7,
ESP,SUICIDE,TOT,100000PER,A,1964,6.8,
ESP,SUICIDE,TOT,100000PER,A,1965,6.4,
ESP,SUICIDE,TOT,100000PER,A,1966,6.3,
ESP,SUICIDE,TOT,100000PER,A,1967,6.1,
ESP,SUICIDE,TOT,100000PER,A,1968,5.9,B
ESP,SUICIDE,TOT,100000PER,A,1969,6,
ESP,SUICIDE,TOT,100000PER,A,1971,5.8,
ESP,SUICIDE,TOT,100000PER,A,1972,6,
ESP,SUICIDE,TOT,100000PER,A,1973,5.7,
ESP,SUICIDE,TOT,100000PER,A,1974,5.4,
ESP,SUICIDE,TOT,100000PER,A,1975,5.1,
ESP,SUICIDE,TOT,100000PER,A,1976,5.3,
ESP,SUICIDE,TOT,100000PER,A,1977,5.3,
ESP,SUICIDE,TOT,100000PER,A,1978,5.1,
ESP,SUICIDE,TOT,100000PER,A,1979,5.2,
ESP,SUICIDE,TOT,100000PER,A,1980,5.4,B
ESP,SUICIDE,TOT,100000PER,A,1981,5.5,
ESP,SUICIDE,TOT,100000PER,A,1982,5.9,
ESP,SUICIDE,TOT,100000PER,A,1983,6.9,
ESP,SUICIDE,TOT,100000PER,A,1984,7.7,
ESP,SUICIDE,TOT,100000PER,A,1985,7.7,
ESP,SUICIDE,TOT,100000PER,A,1986,8.3,
ESP,SUICIDE,TOT,100000PER,A,1987,8.3,
ESP,SUICIDE,TOT,100000PER,A,1988,8.6,
ESP,SUICIDE,TOT,100000PER,A,1989,8.6,
ESP,SUICIDE,TOT,100000PER,A,1990,8.4,
ESP,SUICIDE,TOT,100000PER,A,1991,8.1,
ESP,SUICIDE,TOT,100000PER,A,1992,7.7,
ESP,SUICIDE,TOT,100000PER,A,1993,8.3,
ESP,SUICIDE,TOT,100000PER,A,1994,8.5,
ESP,SUICIDE,TOT,100000PER,A,1995,8.3,
ESP,SUICIDE,TOT,100000PER,A,1996,8.7,
ESP,SUICIDE,TOT,100000PER,A,1997,8.8,
ESP,SUICIDE,TOT,100000PER,A,1998,8.3,
ESP,SUICIDE,TOT,100000PER,A,1999,8.1,B
ESP,SUICIDE,TOT,100000PER,A,2000,8.3,
ESP,SUICIDE,TOT,100000PER,A,2001,7.7,
ESP,SUICIDE,TOT,100000PER,A,2002,8,
ESP,SUICIDE,TOT,100000PER,A,2003,8.1,
ESP,SUICIDE,TOT,100000PER,A,2004,8,
ESP,SUICIDE,TOT,100000PER,A,2005,7.6,
ESP,SUICIDE,TOT,100000PER,A,2006,7.1,
ESP,SUICIDE,TOT,100000PER,A,2007,7,
ESP,SUICIDE,TOT,100000PER,A,2008,7.3,
ESP,SUICIDE,TOT,100000PER,A,2009,7.2,
ESP,SUICIDE,TOT,100000PER,A,2010,6.5,
ESP,SUICIDE,TOT,100000PER,A,2011,6.5,
ESP,SUICIDE,TOT,100000PER,A,2012,7.1,
ESP,SUICIDE,TOT,100000PER,A,2013,7.8,
ESP,SUICIDE,TOT,100000PER,A,2014,7.8,
ESP,SUICIDE,TOT,100000PER,A,2015,7.2,
ESP,SUICIDE,TOT,100000PER,A,2016,7.1,
ESP,SUICIDE,TOT,100000PER,A,2017,7.2,
ESP,SUICIDE,TOT,100000PER,A,2018,6.9,
ESP,SUICIDE,TOT,100000PER,A,2019,7.1,
ESP,SUICIDE,TOT,100000PER,A,2020,7.5,
SWE,SUICIDE,TOT,100000PER,A,1960,19,
SWE,SUICIDE,TOT,100000PER,A,1961,18.4,
SWE,SUICIDE,TOT,100000PER,A,1962,19.8,
SWE,SUICIDE,TOT,100000PER,A,1963,19.7,
SWE,SUICIDE,TOT,100000PER,A,1964,21.3,
SWE,SUICIDE,TOT,100000PER,A,1965,20.2,
SWE,SUICIDE,TOT,100000PER,A,1966,21.4,
SWE,SUICIDE,TOT,100000PER,A,1967,23,
SWE,SUICIDE,TOT,100000PER,A,1968,22.9,
SWE,SUICIDE,TOT,100000PER,A,1969,23.4,B
SWE,SUICIDE,TOT,100000PER,A,1970,23.7,
SWE,SUICIDE,TOT,100000PER,A,1971,21.7,
SWE,SUICIDE,TOT,100000PER,A,1972,21.6,
SWE,SUICIDE,TOT,100000PER,A,1973,22,
SWE,SUICIDE,TOT,100000PER,A,1974,21.2,
SWE,SUICIDE,TOT,100000PER,A,1975,20.6,
SWE,SUICIDE,TOT,100000PER,A,1976,19.9,
SWE,SUICIDE,TOT,100000PER,A,1977,20.8,
SWE,SUICIDE,TOT,100000PER,A,1978,20.1,
SWE,SUICIDE,TOT,100000PER,A,1979,21.6,
SWE,SUICIDE,TOT,100000PER,A,1980,20.5,
SWE,SUICIDE,TOT,100000PER,A,1981,18.4,
SWE,SUICIDE,TOT,100000PER,A,1982,20.3,
SWE,SUICIDE,TOT,100000PER,A,1983,19.7,
SWE,SUICIDE,TOT,100000PER,A,1984,20.1,
SWE,SUICIDE,TOT,100000PER,A,1985,18.6,
SWE,SUICIDE,TOT,100000PER,A,1986,18.9,
SWE,SUICIDE,TOT,100000PER,A,1987,18.7,B
SWE,SUICIDE,TOT,100000PER,A,1988,19.2,
SWE,SUICIDE,TOT,100000PER,A,1989,18.9,
SWE,SUICIDE,TOT,100000PER,A,1990,17.4,
SWE,SUICIDE,TOT,100000PER,A,1991,17.5,
SWE,SUICIDE,TOT,100000PER,A,1992,15.9,
SWE,SUICIDE,TOT,100000PER,A,1993,16,
SWE,SUICIDE,TOT,100000PER,A,1994,15.2,
SWE,SUICIDE,TOT,100000PER,A,1995,15.5,
SWE,SUICIDE,TOT,100000PER,A,1996,14.3,
SWE,SUICIDE,TOT,100000PER,A,1997,13.7,B
SWE,SUICIDE,TOT,100000PER,A,1998,14,
SWE,SUICIDE,TOT,100000PER,A,1999,13.9,
SWE,SUICIDE,TOT,100000PER,A,2000,12.7,
SWE,SUICIDE,TOT,100000PER,A,2001,13.4,
SWE,SUICIDE,TOT,100000PER,A,2002,13.2,
SWE,SUICIDE,TOT,100000PER,A,2003,12.3,
SWE,SUICIDE,TOT,100000PER,A,2004,12.8,
SWE,SUICIDE,TOT,100000PER,A,2005,13.4,
SWE,SUICIDE,TOT,100000PER,A,2006,13,
SWE,SUICIDE,TOT,100000PER,A,2007,12.2,
SWE,SUICIDE,TOT,100000PER,A,2008,12.5,
SWE,SUICIDE,TOT,100000PER,A,2009,13.2,
SWE,SUICIDE,TOT,100000PER,A,2010,12,
SWE,SUICIDE,TOT,100000PER,A,2011,11.6,
SWE,SUICIDE,TOT,100000PER,A,2012,11.9,
SWE,SUICIDE,TOT,100000PER,A,2013,12.6,
SWE,SUICIDE,TOT,100000PER,A,2014,11.7,
SWE,SUICIDE,TOT,100000PER,A,2015,12,
SWE,SUICIDE,TOT,100000PER,A,2016,11.3,
SWE,SUICIDE,TOT,100000PER,A,2017,11.7,
SWE,SUICIDE,TOT,100000PER,A,2018,12.4,
CHE,SUICIDE,TOT,100000PER,A,1960,21.9,
CHE,SUICIDE,TOT,100000PER,A,1961,21.3,
CHE,SUICIDE,TOT,100000PER,A,1962,21.8,
CHE,SUICIDE,TOT,100000PER,A,1963,19.7,
CHE,SUICIDE,TOT,100000PER,A,1964,19.6,
CHE,SUICIDE,TOT,100000PER,A,1965,21.7,
CHE,SUICIDE,TOT,100000PER,A,1966,21.5,
CHE,SUICIDE,TOT,100000PER,A,1967,20.3,
CHE,SUICIDE,TOT,100000PER,A,1968,20.1,
CHE,SUICIDE,TOT,100000PER,A,1969,19.8,B
CHE,SUICIDE,TOT,100000PER,A,1970,21.6,
CHE,SUICIDE,TOT,100000PER,A,1971,21.3,
CHE,SUICIDE,TOT,100000PER,A,1972,22.2,
CHE,SUICIDE,TOT,100000PER,A,1973,21.6,
CHE,SUICIDE,TOT,100000PER,A,1974,23.2,
CHE,SUICIDE,TOT,100000PER,A,1975,25,
CHE,SUICIDE,TOT,100000PER,A,1976,24.2,
CHE,SUICIDE,TOT,100000PER,A,1977,26,
CHE,SUICIDE,TOT,100000PER,A,1978,25.9,
CHE,SUICIDE,TOT,100000PER,A,1979,26.3,
CHE,SUICIDE,TOT,100000PER,A,1980,27.1,
CHE,SUICIDE,TOT,100000PER,A,1981,25.2,
CHE,SUICIDE,TOT,100000PER,A,1982,25.6,
CHE,SUICIDE,TOT,100000PER,A,1983,26.4,
CHE,SUICIDE,TOT,100000PER,A,1984,25.6,
CHE,SUICIDE,TOT,100000PER,A,1985,25.9,
CHE,SUICIDE,TOT,100000PER,A,1986,23.4,
CHE,SUICIDE,TOT,100000PER,A,1987,24.7,
CHE,SUICIDE,TOT,100000PER,A,1988,22.8,
CHE,SUICIDE,TOT,100000PER,A,1989,23.1,
CHE,SUICIDE,TOT,100000PER,A,1990,22.4,
CHE,SUICIDE,TOT,100000PER,A,1991,23.2,
CHE,SUICIDE,TOT,100000PER,A,1992,21.2,
CHE,SUICIDE,TOT,100000PER,A,1993,20.8,
CHE,SUICIDE,TOT,100000PER,A,1994,21.9,
CHE,SUICIDE,TOT,100000PER,A,1995,20.7,B
CHE,SUICIDE,TOT,100000PER,A,1996,20.7,
CHE,SUICIDE,TOT,100000PER,A,1997,19.2,
CHE,SUICIDE,TOT,100000PER,A,1998,19.6,
CHE,SUICIDE,TOT,100000PER,A,1999,18.3,
CHE,SUICIDE,TOT,100000PER,A,2000,19.2,
CHE,SUICIDE,TOT,100000PER,A,2001,18.6,
CHE,SUICIDE,TOT,100000PER,A,2002,19.7,
CHE,SUICIDE,TOT,100000PER,A,2003,17.2,
CHE,SUICIDE,TOT,100000PER,A,2004,17.2,
CHE,SUICIDE,TOT,100000PER,A,2005,17.2,
CHE,SUICIDE,TOT,100000PER,A,2006,17.1,
CHE,SUICIDE,TOT,100000PER,A,2007,17.5,
CHE,SUICIDE,TOT,100000PER,A,2008,16.7,
CHE,SUICIDE,TOT,100000PER,A,2009,13.8,
CHE,SUICIDE,TOT,100000PER,A,2010,12.3,
CHE,SUICIDE,TOT,100000PER,A,2011,12.5,
CHE,SUICIDE,TOT,100000PER,A,2012,12.4,
CHE,SUICIDE,TOT,100000PER,A,2013,12.6,
CHE,SUICIDE,TOT,100000PER,A,2014,11.9,
CHE,SUICIDE,TOT,100000PER,A,2015,12.3,
CHE,SUICIDE,TOT,100000PER,A,2016,11.5,
CHE,SUICIDE,TOT,100000PER,A,2017,11.6,
CHE,SUICIDE,TOT,100000PER,A,2018,11.1,
CHE,SUICIDE,TOT,100000PER,A,2019,11.1,
GBR,SUICIDE,TOT,100000PER,A,1960,11.8,
GBR,SUICIDE,TOT,100000PER,A,1961,11.9,
GBR,SUICIDE,TOT,100000PER,A,1962,12.8,
GBR,SUICIDE,TOT,100000PER,A,1963,12.9,
GBR,SUICIDE,TOT,100000PER,A,1964,12.5,
GBR,SUICIDE,TOT,100000PER,A,1965,11.5,
GBR,SUICIDE,TOT,100000PER,A,1966,11.2,
GBR,SUICIDE,TOT,100000PER,A,1967,10.5,
GBR,SUICIDE,TOT,100000PER,A,1968,10.3,B
GBR,SUICIDE,TOT,100000PER,A,1969,9.6,
GBR,SUICIDE,TOT,100000PER,A,1970,8.8,
GBR,SUICIDE,TOT,100000PER,A,1971,8.7,
GBR,SUICIDE,TOT,100000PER,A,1972,8.4,
GBR,SUICIDE,TOT,100000PER,A,1973,8.6,
GBR,SUICIDE,TOT,100000PER,A,1974,8.7,
GBR,SUICIDE,TOT,100000PER,A,1975,8.2,
GBR,SUICIDE,TOT,100000PER,A,1976,8.5,
GBR,SUICIDE,TOT,100000PER,A,1977,8.7,
GBR,SUICIDE,TOT,100000PER,A,1978,8.8,
GBR,SUICIDE,TOT,100000PER,A,1979,9.3,B
GBR,SUICIDE,TOT,100000PER,A,1980,9.5,
GBR,SUICIDE,TOT,100000PER,A,1981,9.6,
GBR,SUICIDE,TOT,100000PER,A,1982,9.5,
GBR,SUICIDE,TOT,100000PER,A,1983,9.4,
GBR,SUICIDE,TOT,100000PER,A,1984,9.4,
GBR,SUICIDE,TOT,100000PER,A,1985,9.6,
GBR,SUICIDE,TOT,100000PER,A,1986,9,
GBR,SUICIDE,TOT,100000PER,A,1987,8.4,
GBR,SUICIDE,TOT,100000PER,A,1988,9,
GBR,SUICIDE,TOT,100000PER,A,1989,7.9,
GBR,SUICIDE,TOT,100000PER,A,1990,8.3,
GBR,SUICIDE,TOT,100000PER,A,1991,8.1,
GBR,SUICIDE,TOT,100000PER,A,1992,8.2,
